,,,A,C,D,E,F,H,I,M,Cluster,CON21,C. elegans,Fly/CON21,Fly,,Fly Gene Name,Fly Gene Description,DBD Family,Mosquito,Human,Mouse,Honeybee,Zebrafish,Silkworm
LOC124203772,XP_046456571.1,uncharacterized protein LOC124203772 isoform X2,22,139,313,122,255,40,47,85,,g22748,,FBgn0026239,,,gukh,GUK-holder,,,,,,,
LOC124203773,XP_046456573.1,uncharacterized protein LOC124203773,0,0,3,3,2,15,2,124,,g22753,,FBgn0025683,,,CG3164,0,,,,,,,
LOC124203774,XP_046456574.1,uncharacterized protein LOC124203774 isoform X1,1338,5,19,1,34,0,10,1464,,g22746,,FBgn0267795,,,Frl,Formin-like,,,,,,,
LOC124203775,XP_046456576.1,uncharacterized protein LOC124203775,26,9,38,1,10,0,0,3,,g22749,,FBgn0003048,,,pcx,pecanex,,,,,,,
LOC124203776,XP_046456577.1,uncharacterized protein LOC124203776,1799,6,26,6,35,4,53,2182,,,,,,,,,,,,,,,
LOC124203777,XP_046456578.1,synaptogenesis protein syg-2-like isoform X1,112,194,400,347,882,321,339,128,,,,,,,,,,,,,,,
LOC124203778,XP_046456583.1,uncharacterized protein LOC124203778 isoform X1,1,2,137,437,1047,382,501,294,,g2818,,,,,,,,,,,,,
LOC124203779,XP_046456582.1,beta-1%2C4-galactosyltransferase 1-like,0,0,0,129,43,76,106,71,,g22755,,FBgn0027538,,,beta4GalNAcTA,"beta1,4-N-acetylgalactosaminyltransferase A",,,,,,,
LOC124203780,XP_046456584.1,retinol-binding protein pinta-like,0,0,1,19,15,12,11,49,,g22756,F37B4.5.1,FBgn0053966,,,CG33966,0,,XP_001659080.1,,,,,
LOC124203781,XP_046456585.1,uncharacterized protein LOC124203781,0,1,2,7,70,53,20,259,,g22759,,,,,,,,,,ENSMUSP00000022853.9,,,
LOC124203782,XP_046456586.1,retinol-binding protein pinta-like,101,11,73,277,3067,367,389,405,,g22757,,,,,,,,,,,,,
LOC124203783,XP_046456587.1;transl_except=(pos:13947184..13947186%2Caa:Other),LOW QUALITY PROTEIN: inositol 1%2C4%2C5-trisphosphate receptor-like,351,2218,2735,730,1084,734,631,295,,,,,,,,,,,,,,,
LOC124203785,XP_046456588.1,uncharacterized protein LOC124203785,2,0,3,3,2,6,0,1,,,,,,,,,,,,,,,
LOC124203788,XP_046456591.1,synaptogenesis protein syg-2-like isoform X2,103,192,401,327,867,295,353,103,,g22754,,FBgn0083950,,,side-VI,sidestep VI,,,,,,,
LOC124203789,XP_046456594.1,WSC domain-containing protein 2-like,0,24,189,892,171,473,777,377,,g22769,,FBgn0030634,,,CG9164,0,,,,,,,
LOC124203790,XP_046456595.1,uncharacterized protein LOC124203790,24,172,313,341,163,188,344,217,,g22771,,,,,,,,,ENSP00000381856.3,,,,
LOC124203793,XP_046456596.1,alpha-(1%2C3)-fucosyltransferase C-like isoform X1,74,4,130,721,248,509,782,611,,g22772,,,,,,,,,,,,,
LOC124203794,XP_046456600.1,beta-1%2C4-N-acetylgalactosaminyltransferase bre-4-like,0,22,140,439,170,441,420,309,,g22775,,FBgn0027538,,,beta4GalNAcTA,"beta1,4-N-acetylgalactosaminyltransferase A",,,,,,,
LOC124203795,XP_046456601.1,ATP-binding cassette sub-family C member 10-like,481,1582,3714,1622,2517,1079,1107,929,,g22807,,FBgn0032018,FBpp0079220,FBgn0032018,CG7806,0,,XP_021703912.1,ENSP00000361608.4,ENSMUSP00000131843.2,XP_016767210.2,,XP_004925578.2
LOC124203797,XP_046456605.1,serine-rich adhesin for platelets-like,390,1690,4867,2881,4847,2816,3062,1900,,g22813,F08B1.1a.2,FBgn0036844,,,Mkp3,Mitogen-activated protein kinase phosphatase 3,,,ENSP00000298573.5,ENSMUSP00000098419.4,,,
LOC124203798,XP_046456606.1,uncharacterized protein LOC124203798,0,0,1,4,44,40,18,269,,,,,FBpp0311604,FBgn0034153,Acp53C14b,Accessory gland protein 53C14b,,,,,,,XP_037870761.1
LOC124203800,XP_046456610.1,uncharacterized protein LOC124203800 isoform X2,0,0,13,3,9,57,43,11,,g22831,,FBgn0013997,,,Nrx-IV,Neurexin IV,,,,,,,
LOC124203801,XP_046456611.1,uncharacterized protein LOC124203801,0,0,12,30,42,353,131,160,,g22845,,FBgn0013997,,,Nrx-IV,Neurexin IV,,,,,,,
LOC124203802,XP_046456613.1,uncharacterized protein LOC124203802 isoform X2,0,0,2,155,305,130,77,57,,,,,,,,,,,,,,,
LOC124203803,XP_046456614.1,vascular endothelial growth factor receptor 2-like,0,0,3,2,146,31,61,120,,g22826,F59F3.1.1,FBgn0032006,,,Pvr,PDGF- and VEGF-receptor related,,,,,,,
LOC124203804,XP_046456617.1,cell wall protein DAN4-like,56,137,144,85,465,979,601,554,,g22821,,,,,,,,,,,,,
LOC124203805,XP_046456618.1,synapse-associated protein of 47 kDa-like isoform X1,803,2230,5380,4059,7350,3787,3134,1931,,g22787,,FBgn0013334,,,Sap47,Synapse-associated protein 47kD,,,,,,,
LOC124203806,XP_046456623.1,cell wall protein DAN4-like,28,21,45,25,77,22,15,87,,,,,,,,,,,,,,,
LOC124203807,XP_046456635.1,uncharacterized protein LOC124203807 isoform X2,19,13,33,16,9,4,4,25,,g16369,,,,,,,,,,,,,
LOC124203809,XP_046456625.1,cell wall protein DAN4-like,47,172,173,87,3377,16975,2450,27215,,,,,,,,,,,,,,,
LOC124203810,XP_046456627.1,blood vessel epicardial substance-like,7,1566,4654,2386,2254,985,1080,672,,g22785,,FBgn0031150,FBpp0305069,FBgn0031150,bves,bves,,XP_021695174.1,,,XP_006571899.1,,XP_021206629.1
LOC124203811,XP_046456628.1,acid-sensing ion channel 4-A-like,73,593,1207,700,1013,495,523,261,,g22796,,FBgn0032602,FBpp0080487,FBgn0032602,ppk17,pickpocket 17,,,,,,,XP_037868486.1
LOC124203812,XP_046456629.1,cell wall protein DAN4-like,8,9,9,3,10,24,28,175,,g22825,,,,,,,,,,,,,
LOC124203813,XP_046456630.1,uncharacterized protein LOC124203813 isoform X1,3,0,14,201,641,62,34,45,,g22839,,FBgn0037356,,,CG12170,0,,,,,,,
LOC124203814,XP_046456632.1,blood vessel epicardial substance-like,0,1,10,25,335,62,63,107,,g22776,,FBgn0031150,,,bves,bves,,,,,,,
LOC124203815,XP_046456633.1,protein ABHD8-like,595,1570,2608,795,1572,592,502,516,,g22841,,FBgn0265271,,,CG14717,0,,,ENSP00000247706.2,ENSMUSP00000008094.9,XP_016766410.2,,
LOC124203816,XP_046456636.1,calreticulin-like,3404,29661,140781,71041,39404,11360,30089,27105,,g22786,Y38A10A.5.1,FBgn0005585,FBpp0306685,FBgn0005585,Calr,Calreticulin,,XP_001657748.2,ENSP00000465918.2,ENSMUSP00000003912.7,XP_006559569.1,,NP_001037075.1
LOC124203817,XP_046456637.1,histone deacetylase 8-like,270,870,1077,221,284,185,289,232,,g22811,,,,,,,,,ENSP00000362674.3,ENSMUSP00000085226.5,,,XP_037872418.1
LOC124203818,XP_046456638.1,putative mediator of RNA polymerase II transcription subunit 26,19,158,1315,2,337,1,1,0,,g22833,,,,,,,,,,,,,
LOC124203819,XP_046456639.1,protein FAM76A-like,896,2952,4751,1773,2667,974,1011,618,,g22793,K04F10.7.1,FBgn0035981,FBpp0088493,FBgn0035981,CG4452,0,,XP_021698780.1,ENSP00000363065.5,ENSMUSP00000030696.5,XP_006566069.1,,XP_012544018.2
LOC124203820,XP_046456640.1,blood vessel epicardial substance-like,0,1,7,2,2037,178,124,58,,g22780,F36G9.5.1,,,,,,,,,,,,
LOC124203821,XP_046456642.1,collagen alpha-1(I) chain-like isoform X2,127,178,297,193,185,61,126,78,,g22779,,FBgn0030887,,,CG6867,0,,,,,,,
LOC124203822,XP_046456648.1,protein sprouty homolog 2-like,217,1583,3751,1598,2388,911,1079,674,,g2396,,,FBpp0073005,FBgn0014388,sty,sprouty,,XP_021698822.1,ENSP00000366308.3,ENSMUSP00000022709.5,XP_006559482.2,,NP_001296482.1
LOC124203823,XP_046456650.1,dnaJ homolog subfamily B member 12-like isoform X2,1277,1955,5733,3289,5549,1416,1407,1493,,g22843,,FBgn0038195,FBpp0082332,FBgn0038195,CG3061,0,,XP_001656767.1,,,,,NP_001157383.1
LOC124203824,XP_046456651.1,uncharacterized protein LOC124203824,0,0,150,362,202,80,25,59,,g22707,,FBgn0263980,,,Stacl,Stac-like,,,,,,,
LOC124203825,XP_046456654.1,astacin-like,0,1,1,20,1157,5644,1040,6157,,,,,,,,,,,,,,,
LOC124203826,XP_046456656.1,hatching enzyme 1.2-like,0,0,1,13,109,415,116,149,,,,,,,,,,XP_021697870.1,,,,,
LOC124203827,XP_046456657.1,astacin-like,0,0,0,0,0,6,7,24,,g22824,,,,,,,,XP_001653062.1,,,,,
LOC124203828,XP_046456669.1,uncharacterized protein LOC124203828 isoform X2,381,898,2017,807,1106,900,764,2123,,g3223,,FBgn0013810,,,Dhc36C,Dynein heavy chain at 36C,,,,,,,
LOC124203829,XP_046456658.1,V-type proton ATPase subunit D-like,0,6,123,187,477,31,32,40,,g22808,,,,,,,,,,,,,
LOC124203830,XP_046456659.1,hatching enzyme 1.2-like,0,0,1,2,3,3,2,1,,,,,,,,,,,,,,,
LOC124203831,XP_046456662.1,uncharacterized protein LOC124203831,0,0,443,551,252,353,330,91,,g22777,F09F7.8.1,FBgn0034837,,,RpL22-like,Ribosomal protein L22-like,,,,,,,
LOC124203832,XP_046456663.1,V-type proton ATPase subunit D-like,574,1750,5589,3711,7090,1282,1428,939,,g22810,F55H2.2.1,FBgn0022097,FBpp0086468,FBgn0022097,Vha36-1,Vacuolar H[+] ATPase 36kD subunit 1,,XP_001660426.1,ENSP00000216442.7,ENSMUSP00000021536.8,XP_394769.2,,NP_001040286.1
LOC124203833,XP_046456664.1,V-type proton ATPase subunit D-like,6,17,1930,3465,6652,944,1098,597,,g22809,,FBgn0022097,,,Vha36-1,Vacuolar H[+] ATPase 36kD subunit 1,,,,,,,
LOC124203834,XP_046456665.1,glutathione S-transferase 1-like,19,65,280,347,582,82,86,54,,g22829,,FBgn0010226,,,GstS1,Glutathione S transferase S1,,,,,,,
LOC124203835,XP_046456667.1,MOB kinase activator 1B isoform X2,894,1517,3538,1259,1885,750,839,1479,,g22840,,FBgn0038965,FBpp0307973,FBgn0038965,mats,mob as tumor suppressor,,XP_001654177.1,ENSP00000310189.3,ENSMUSP00000006424.8,XP_393046.2,,XP_037867304.1
LOC124203836,XP_046456668.1,ninjurin-1-like,1,0,3,46,119,16,9,1,,g22838,,,,,,,,,,,,,
LOC124203837,XP_046456670.1,glutathione S-transferase 1-like,2,22,253,312,235,21,22,40,,,,,,,,,,,,,,,
LOC124203838,XP_046456671.1,chromatin modification-related protein MEAF6-like,593,2356,4166,1350,1736,629,528,510,,,B0025.4.1,,FBpp0076832,FBgn0035624,Eaf6,Esa1-associated factor 6,,XP_001662295.2,ENSP00000296214.5,ENSMUSP00000053543.5,XP_001120359.2,,XP_037874834.1
LOC124203839,XP_046456672.1,uncharacterized protein LOC124203839,0,0,274,7,211,0,0,0,,g22832,,,,,,,,,,,,,
LOC124203840,XP_046456673.1,uncharacterized protein LOC124203840,3,0,22,8,29,6,7,42,,,,,,,,,,,,,XP_026301816.1,,
LOC124203841,XP_046456674.1,probable small nuclear ribonucleoprotein E,1744,6460,8064,1440,1027,419,676,581,,g22814,Y49E10.15.1,FBgn0261790,FBpp0079182,FBgn0261790,SmE,Small ribonucleoprotein particle protein SmE,,XP_001661504.1,ENSP00000400591.2,ENSMUSP00000128400.2,,,NP_001040370.1
LOC124203852,XP_046456677.1,disintegrin and metalloproteinase domain-containing protein 12-like,28,73,138,136,284,137,139,99,,g22862,,FBgn0265140,,,Meltrin,Meltrin,,,,,,,
LOC124203853,XP_046456681.1,heme-binding protein 2-like,0,0,60,68,254,101,107,9,,g3222,,FBgn0037613,,,Cks85A,Cyclin-dependent kinase subunit 85A,,,,,,,
LOC124203854,XP_046456678.1,uncharacterized protein LOC124203854 isoform X1,2,20,65,740,2381,752,668,134,,g22851,,FBgn0035941,,,CG13313,0,,,,,,,
LOC124203855,XP_046456680.1,uncharacterized protein LOC124203855,0,0,183,556,228,258,366,75,,g22856,Y65B4BL.7b.1,FBgn0035928,,,CG13310,0,,,,,,,
LOC124203856,XP_046456682.1,alpha-(1%2C3)-fucosyltransferase C-like,1,51,427,270,310,100,106,84,,g22849,,FBgn0044872,,,FucTC,"alpha1,3-fucosyltransferase C",,,,,,,
LOC124203857,XP_046456683.1,alpha-(1%2C3)-fucosyltransferase C-like,0,0,3,38,104,20,23,12,,g22848,,,,,,,,,,,,,
LOC124203858,XP_046456684.1,uncharacterized protein LOC124203858 isoform X1,0,0,0,0,0,0,0,0,,g22858,,,,,,,,,,,,,
LOC124203859,XP_046456686.1,acyl-CoA Delta-9 desaturase-like,315,48,135,43,157,62,83,178,,g22864,F10D2.9.1,FBgn0086687,,,Desat1,Desaturase 1,,,,,,,
LOC124203860,XP_046456687.1,zwei Ig domain protein zig-8-like,0,1,34,93,507,218,186,21,,g22854,Y39E4B.8.1,FBgn0052600,,,dpr8,defective proboscis extension response 8,,,,,,,
LOC124203861,XP_046456688.1,acyl-CoA Delta-9 desaturase-like isoform X1,22,3,14,117,81,92,87,69,,,,,,,,,,,,,,,
LOC124203862,XP_046456693.1,alanine--glyoxylate aminotransferase-like,459,1753,4203,2590,3055,1212,1412,1490,,g3212,,FBgn0014031,,,Spat,Serine pyruvate aminotransferase,,,,,,,
LOC124203863,XP_046456690.1,uncharacterized protein LOC124203863,412,968,1961,870,3807,1819,2068,1704,,g22852,,FBgn0262018,,,CadN2,Cadherin-N2,,,,,,,
LOC124203864,XP_046456691.1,uncharacterized protein LOC124203864,21,8,14,4,11,5,3,16,,g22859,,,,,,,,,,,,,
LOC124203865,XP_046456692.1,acyl-CoA Delta-9 desaturase-like isoform X1,47,0,18,37,90,81,67,67,,,,,,,,,,,,,,,
LOC124203866,XP_046456698.1,elongation of very long chain fatty acids protein AAEL008004-like,53,0,9,177,79,104,105,62,,g22863,,FBgn0051522,,,CG31522,0,,,,,,,
LOC124203867,XP_046456700.1,glycoprotein 3-alpha-L-fucosyltransferase A-like,58,225,278,88,128,74,52,116,,,,,,,,,,,,,,,
LOC124203868,XP_046456701.1,5'-3' exoribonuclease 2-like isoform X1,0,0,4,11,2,5,4,1,,g22857,,FBgn0037218,,,aux,auxilin,,,,,,,
LOC124203869,XP_046456705.1,TATA-binding protein-associated factor 2N-like,6,5,1,0,0,3,3,2,,g22860,,FBgn0042134,,,Capr,Caprin,,,,,,,
LOC124203870,XP_046456707.1,glutathione S-transferase 1-like isoform X2,5,3,773,3425,9234,6992,2871,909,,g22870,,,,,,,,,,,,,
LOC124203871,XP_046456710.1,collagen alpha-5(IV) chain-like,42,138,274,115,153,164,196,631,,g22847,,FBgn0259244,,,CG42342,0,,,,,,,
LOC124203872,XP_046456711.1,glutathione S-transferase 1-like,2358,654,3089,3028,1824,3368,4366,4765,,g22868,,,,,,,,,,,,,
LOC124203874,XP_046456713.1,glutathione S-transferase 1-like,0,0,72,267,736,283,251,14,,g22867,,,,,,,,,,,,,
LOC124203875,XP_046456714.1,uncharacterized protein LOC124203875 isoform X1,16,61,36,6,11,13,9,6,,g22861,,,,,,,,,,ENSMUSP00000158958.2,,,
LOC124203876,XP_046456717.1,breast carcinoma-amplified sequence 4-like,184,380,794,344,588,333,253,272,,g22853,,FBgn0283682,FBpp0305595,FBgn0036105,Ge-1,Ge-1,,XP_001663658.2,ENSP00000318128.3,ENSMUSP00000071840.4,XP_624429.2,,XP_004931316.2
LOC124203884,XP_046456718.1,uncharacterized protein LOC124203884 isoform X1,0,0,7,123,194,60,3,8,,g22875,,FBgn0013997,,,Nrx-IV,Neurexin IV,,,,,,,
LOC124203885,XP_046456720.1,cell division control protein 45 homolog,1001,5227,3683,383,607,257,360,619,,g22881,F34D10.2.1,FBgn0026143,FBpp0070175,FBgn0026143,Cdc45,Cell division cycle 45,,XP_001658728.1,ENSP00000263201.2,ENSMUSP00000000028.8,XP_393560.4,,XP_004929112.1
LOC124203886,XP_046456723.1,G2/M phase-specific E3 ubiquitin-protein ligase-like,1420,3016,4173,1070,1093,473,630,974,,g22883,,,FBpp0305726,FBgn0031091,Phf7,PHD finger protein 7,,XP_001655100.1,ENSP00000497335.1,ENSMUSP00000113191.2,XP_026301695.1,,XP_004922231.2
LOC124203887,XP_046456724.1,uncharacterized protein LOC124203887,27,164,473,640,270,199,256,73,,g22880,C16C4.18.1,FBgn0052447,,,CG32447,0,,XP_021704683.1,,,,,XP_004932177.2
LOC124203888,XP_046456725.1,NAD-dependent protein deacylase,82,127,343,175,221,133,95,149,,g22882,,,,,,,,,ENSP00000505086.1,ENSMUSP00000071048.5,XP_625080.1,,XP_004922940.1
LOC124203890,XP_046456726.1,otolin-1-like,0,19,39,101,16,4,3,1727,,g22879,,,,,,,,,,,,,
LOC124203891,XP_046456727.1,uncharacterized protein LOC124203891,0,0,1,222,64,0,0,1793,,g22877,,FBgn0027585,,,CG8740,0,,,,,,,
LOC124203894,XP_046456728.1,prosaposin-like,4582,16828,42036,19168,26442,13574,9729,14438,,g22884,C28C12.7b.1,FBgn0000416,FBpp0085075,FBgn0000416,Sap-r,Saposin-related,,XP_021703285.1,ENSP00000378394.3,ENSMUSP00000137476.2,XP_392338.3,,NP_001036831.1
LOC124203895,XP_046456729.1,BTB/POZ domain-containing protein kctd15-like,89,226,1300,984,1074,329,292,111,,,,,FBpp0071609,FBgn0034636,twz,tiwaz,,XP_001658134.1,ENSP00000462470.1,ENSMUSP00000157005.2,XP_016768589.1,,XP_012548903.2
LOC124203896,XP_046456730.1,U-scoloptoxin(19)-Tl1a-like,0,3,1,39,315,91,80,164,,g22885,F42C5.6.1,FBgn0039782,FBpp0311195,FBgn0034638,CG15539,0,,XP_001654062.1,,,,,NP_001106745.1
LOC124203897,XP_046456732.1,prodigiosin synthesizing transferase PigC-like,412,2632,8957,4184,6516,1088,1011,1102,,g22886,,,,,,,,,,,,,XP_037867043.1
LOC124203898,XP_046456733.1,prodigiosin synthesizing transferase PigC-like,1710,9630,26554,9884,14935,3926,3953,4108,,g22887,T21C9.6.1,FBgn0040342,,,CG3706,0,,,,,,,
LOC124203899,XP_046456737.1,serine/threonine-protein kinase tousled-like 2 isoform X1,2314,5736,9084,4097,5586,2167,2621,2093,,g22897,,FBgn0283657,,,Tlk,Tousled-like kinase,,,ENSP00000316512.9,,,,
LOC124203900,XP_046456745.1,uncharacterized protein LOC124203900,546,1530,2747,2166,5635,1422,1793,738,,g3742,,FBgn0031195,,,CG17600,0,,,,,,,
LOC124203901,XP_046456751.1,probable 3'%2C5'-cyclic phosphodiesterase pde-5 isoform X2,92,211,646,723,1195,417,350,1247,,g22899,C32E12.2.1,FBgn0085370,,,Pde11,Phosphodiesterase 11,,XP_021700135.1,ENSP00000497062.1,ENSMUSP00000086485.3,,,XP_037869049.1
LOC124203902,XP_046456752.1,transport and Golgi organization protein 6 homolog isoform X1,1383,3492,6353,1692,1905,1422,1027,923,,g22896,,FBgn0032728,FBpp0080677,FBgn0032728,Tango6,Transport and Golgi organization 6,,XP_001650247.2,ENSP00000261778.1,ENSMUSP00000043953.5,XP_026296910.1,,XP_037866648.1
LOC124203903,XP_046456754.1,vascular endothelial growth factor receptor 1-like,6,12,95,139,1423,359,637,777,,g22893,,FBgn0032006,,,Pvr,PDGF- and VEGF-receptor related,,,,,,,
LOC124203904,XP_046456758.1,transmembrane protein 177-like,214,903,2321,931,904,210,293,195,,g3740,R144.12.1,FBgn0053506,FBpp0090944,FBgn0053506,CG33506,0,,XP_001661389.1,ENSP00000402661.1,ENSMUSP00000042416.6,XP_026299821.1,,XP_004925524.1
LOC124203905,XP_046456755.1,oxysterol-binding protein-related protein 3-like,1493,2834,6920,4301,12447,2711,2988,2918,,g22891,,FBgn0020626,,,Osbp,Oxysterol binding protein,,,ENSP00000376293.2,ENSMUSP00000107560.2,,,XP_037873860.1
LOC124203906,XP_046456756.1,LOW QUALITY PROTEIN: GPI transamidase component PIG-T-like,420,1512,2431,695,591,299,425,394,,g22895,F17C11.7a.1,FBgn0030035,FBpp0071123,FBgn0030035,PIG-T,Phosphatidylinositol glycan anchor biosynthesis class T,,XP_021712271.1,ENSP00000279036.6,ENSMUSP00000099390.5,XP_393615.3,,XP_004932327.1
LOC124203907,XP_046456757.1,4-coumarate--CoA ligase 3-like,1006,4011,11621,4794,4279,906,765,802,,g22889,,FBgn0027601,,,pdgy,pudgy,,,,,,,
LOC124203908,XP_046456759.1,4-coumarate--CoA ligase 3-like,118,685,2066,1151,1444,1859,967,787,,,,,,,,,,,,,,,
LOC124203909,XP_046456760.1,coronin-6-like,2066,4951,9977,6476,9643,2786,3499,2592,,g22890,,,,,,,,,,,,,
LOC124203910,XP_046456762.1,palmitoyltransferase ZDHHC3-like,343,735,1854,726,980,333,381,405,,,F33D11.12.3,,FBpp0086406,FBgn0034057,CG8314,0,,,ENSP00000395502.2,ENSMUSP00000117392.2,XP_396686.2,,XP_021206028.1
LOC124203911,XP_046456763.1,LHFPL tetraspan subfamily member 3 protein-like,186,2191,2746,1406,3397,1130,1248,708,,g22892,F26D10.11.1,FBgn0262624,FBpp0072716,FBgn0262624,Tmhs,Tetraspan membrane protein in hair cell stereocilia,,XP_021695562.1,ENSP00000385374.3,ENSMUSP00000143576.2,XP_006567942.1,,XP_012552107.1
LOC124203915,XP_046456766.1,uncharacterized protein LOC124203915,0,27,474,444,982,298,317,51,,g3739,,FBgn0034808,,,CG9896,0,,,,,,,
LOC124203919,XP_046456765.1,uncharacterized protein LOC124203919 isoform X1,1,0,8,4,17,146,95,1656,,g22901,,FBgn0002873,,,mud,mushroom body defect,,,,,,,
LOC124203920,XP_046456769.1,vascular endothelial growth factor receptor 1-like,2,0,81,250,701,247,214,38,,g22903,,,,,,,,,,,,,
LOC124203921,XP_046456770.1,uncharacterized protein LOC124203921,3,0,38,281,37,662,631,667,,,,,,,,,,,,,,,
LOC124203923,XP_046456771.1,ATP synthase subunit g%2C mitochondrial-like,1117,3141,8496,5532,10349,2681,2327,1414,,,K07A12.3.1,,FBpp0297136,FBgn0010612,ATPsynG,"ATP synthase, subunit G",,XP_001652015.1,ENSP00000300688.3,ENSMUSP00000047960.8,XP_006570969.1,,NP_001040398.1
LOC124203924,XP_046456772.1,thyroid hormone receptor beta-like,112,34,69,20,51,62,36,248,,g22905,,FBgn0034198,,,CG11400,0,,,,,,,
LOC124203925,XP_046456774.1,uncharacterized protein LOC124203925,3761,10,33,1,94,22,147,5553,,g22906,,FBgn0001169,,,H,Hairless,,,,,,,
LOC124203926,XP_046456778.1,EEF1A lysine methyltransferase 4-like,140,994,1591,400,353,128,228,110,,g3741,C17E4.11.1,FBgn0032873,,,CG2614,0,,,ENSP00000314295.5,ENSMUSP00000111184.3,,,
LOC124203927,XP_046456775.1,dynein axonemal heavy chain 5-like,46,302,1571,1739,3765,1446,1547,604,,g22908,,FBgn0037726,,,CG9492,0,,,,,,,
LOC124203928,XP_046456777.1,protein piccolo-like isoform X1,2,70,116,355,62840,4655,5601,12492,,g22915,,FBgn0061197,,,salto,salto,,,,,,,
LOC124203929,XP_046456788.1,diacylglycerol kinase delta-like isoform X6,770,2860,8299,4362,13831,2508,3040,2378,,g22913,,FBgn0085413,,,CG34384,0,,,,,,,
LOC124203930,XP_046456792.1,zinc finger CCHC-type and RNA-binding motif-containing protein 1-like,226,516,956,290,452,234,321,268,,g3738,,FBgn0264270,,,Sxl,Sex lethal,,XP_001657567.1,ENSP00000503171.1,ENSMUSP00000075441.3,XP_624686.1,,
LOC124203931,XP_046456790.1,protein lap4-like,4,250,1639,651,743,152,110,79,,g22920,,FBgn0263289,,,scrib,scribble,,,,,,,
LOC124203932,XP_046456791.1,transforming growth factor-beta-induced protein ig-h3-like,736,6420,23265,15022,14866,6586,10931,9447,,g22910,,FBgn0260745,FBpp0297635,FBgn0260745,mfas,midline fasciclin,,XP_021709762.1,,,,,
LOC124203933,XP_046456793.1,uncharacterized protein LOC124203933,1689,2289,8043,4945,6084,2826,2595,2756,,g22917,,FBgn0051075,,,CG31075,0,,,,,,,
LOC124203934,XP_046456794.1,NEDD8 ultimate buster 1-like,646,1050,1530,391,634,287,222,590,,g22911,,FBgn0039343,FBpp0084254,FBgn0039343,CG5111,0,,XP_021706132.1,ENSP00000454264.2,ENSMUSP00000070265.7,,,XP_004922828.1
LOC124203935,XP_046456795.1,4-coumarate--CoA ligase-like,12,63,172,63,220,31,18,30,,g22912,,,,,,,,,,,XP_016771255.1,,
LOC124203936,XP_046456796.1,RNA polymerase I-specific transcription initiation factor RRN3-like,1317,3353,5333,1329,1709,716,1222,1409,,g22916,C36E8.1.1,FBgn0086675,FBpp0085308,FBgn0032988,fne,found in neurons,,XP_001655975.1,ENSP00000318484.7,ENSMUSP00000023363.7,XP_001122533.3,,XP_004930379.2
LOC124203937,XP_046456797.1,telomerase Cajal body protein 1-like,162,709,793,179,291,186,202,128,,g22914,Y105E8A.8.1,FBgn0031782,FBpp0305599,FBgn0031782,WDR79,WD repeat domain 79,,XP_021708079.1,ENSP00000379727.3,ENSMUSP00000047825.6,XP_016771930.2,,XP_037873199.1
LOC124203938,XP_046456798.1,guanine nucleotide-binding protein subunit beta-2-like,1,10,86,944,4000,1615,1566,52,,g22907,,FBgn0004623,FBpp0074717,FBgn0004623,Gbeta76C,G protein beta-subunit 76C,,XP_001653114.1,,,XP_624335.1,,XP_037867534.1
