Consensus Name,KAP4 Locus,KAP4 Description,A,C,D,E,F,H,I,M,CON21 Gene #,A,B,C,D,E,F,G,H,I,Fly Gene #,Fly Gene,Fly Description,TF family
Dpul_Gene_10465,LOC124208443,uncharacterized protein LOC124208443 isoform X2,181,125,208,91,198,78,41,432,g27072,532,42,31,18,10,31,18,38,186,FBgn0086356,tum,tumbleweed,
Dpul_Gene_10466,LOC124208446,GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1%2C2-mannosyltransferase-like,217,1104,2905,1102,1061,550,488,408,g2240,183,481,490,332,389,206,324,436,245,FBgn0037108,Alg11,"ALG11, alpha-1,2-mannosyltransferase",
Dpul_Gene_10467,LOC124208451,larval cuticle protein 65Ag1-like,0,3,1,0,12432,782,1676,5059,g8165,34,10,1,3,98,6742,873,11537,6968,FBgn0033730,Cpr49Ag,Cuticular protein 49Ag,
Dpul_Gene_10468,LOC124208461,uncharacterized protein LOC124208461 isoform X1,164,6721,19933,6307,14631,2611,3580,1686,g26646,56,1869,2528,2373,1085,1949,1149,3269,4331,FBgn0003174,pwn,pawn,
Dpul_Gene_10469,LOC124208462,acetylcholinesterase-like,0,4,272,863,2849,711,531,61,g2236,0,1,2,16,57,169,1349,850,425,FBgn0000024,Ace,Acetylcholine esterase,
Dpul_Gene_10470,LOC124208465,actin%2C clone 403-like,5053,18345,35842,12470,12105,3890,5265,3630,g26129,6974,5416,5101,3705,2886,2322,3518,4884,4016,,,,
Dpul_Gene_10471,LOC124208466,uncharacterized protein LOC124208466,11,2,13,2,5,5,3,133,g15931,70,60,43,50,264,719,1133,1077,512,FBgn0044328,CG32052,0,
Dpul_Gene_10472,LOC124208471,uncharacterized protein LOC124208471 isoform X1,6236,24271,41588,14713,18474,9374,10301,6730,g26958,2778,2402,1677,980,884,659,7529,7483,5832,FBgn0262160,CG9932,0,
Dpul_Gene_10473,LOC124208472,putative mediator of RNA polymerase II transcription subunit 12,4944,8972,14308,4932,8083,4011,3823,5124,g26960,2818,1431,1053,528,468,500,3332,2703,2560,FBgn0052016,4E-T,eIF4E-Transporter,
Dpul_Gene_10474,LOC124208473,calsyntenin-1-like,2319,15811,29055,16572,33350,14535,14988,8299,g26953,614,3006,2804,1626,1484,1706,18361,11394,6335,FBgn0039928,Cals,Calsyntenin-1,
Dpul_Gene_10475,LOC124208476,uncharacterized protein LOC124208476 isoform X4,17,142,521,169,265,128,133,35,g26959,8,70,86,108,127,72,128,120,104,FBgn0036520,CG13449,0,
Dpul_Gene_10476,LOC124208477,uncharacterized protein LOC124208477 isoform X1,31,61,596,448,929,466,656,397,g26949,35,67,77,373,398,344,1546,1030,454,FBgn0038126,CG8483,0,
Dpul_Gene_10477,LOC124208478,cyclin-L1-like,1100,4021,6728,2375,3783,1539,1659,968,g26956,589,1002,926,624,654,358,1061,808,675,FBgn0040394,CG16903,0,
Dpul_Gene_10478,LOC124208479,hemicentin-1-like isoform X2,46,82,263,250,891,271,328,70,g26950,31,22,23,32,64,91,1417,916,581,FBgn0052600,dpr8,defective proboscis extension response 8,
Dpul_Gene_10479,LOC124208480,uncharacterized protein LOC124208480,0,0,183,867,582,36,20,32,g26954,0,0,1,26,126,611,78,35,75,FBgn0264953,Piezo,Piezo,
Dpul_Gene_10480,LOC124208482,extensin-2-like,4193,8,24,6,51,3,59,4837,g736,3147,20,2,2,1,2,4,5,59,,,,
Dpul_Gene_10481,LOC124208486,uncharacterized protein LOC124208486,0,0,80,34,74,18,19,16,g26912,4,5,9,25,46,71,81,83,81,FBgn0053196,dpy,dumpy,
Dpul_Gene_10482,LOC124208491,Fanconi anemia group J protein homolog,953,1866,1766,442,451,304,477,819,g26964,1079,640,531,240,134,67,246,551,413,FBgn0029798,CG4078,0,
Dpul_Gene_10483,LOC124208492,uncharacterized protein LOC124208492,369,550,733,197,233,159,130,303,g26963,380,311,298,98,57,41,68,106,91,FBgn0038046,CG5641,0,
Dpul_Gene_10484,LOC124208496,T-box transcription factor TBX2-like isoform X1,732,4686,7448,2602,2833,1169,1431,535,g26966,102,391,321,277,177,86,7264,4262,2437,FBgn0000179,bi,bifid,T-box
Dpul_Gene_10485,LOC124208501,fibrous sheath CABYR-binding protein-like,29,965,1070,9389,2536,6425,10427,8888,g26603,36,560,266,400,7675,1963,11829,7719,1689,FBgn0052564,CG32564,0,
Dpul_Gene_10486,LOC124208502,QRFP-like peptide receptor,5,2,21,57,79,22,28,10,g26604,2,0,0,2,7,21,16,14,9,FBgn0038542,TyrR,Tyramine receptor,
Dpul_Gene_10487,LOC124208506,uncharacterized protein LOC124208506,4954,19515,28343,7131,10733,6095,5839,3812,g26985,1593,3004,2359,1017,685,495,3853,3251,2582,FBgn0037922,CG14711,0,zf-C2H2
Dpul_Gene_10488,LOC124208507,serine/threonine-protein kinase Doa-like,345,1269,4249,3139,8257,2931,2806,1443,g26987,683,1318,1255,872,947,1365,10272,6890,5009,FBgn0030847,CG12991,0,
Dpul_Gene_10489,LOC124208508,protein FAM214A-like,179,1270,4783,3159,8298,2597,1670,2114,g26984,91,363,443,665,985,975,6469,2012,2273,FBgn0033638,CG9005,0,
Dpul_Gene_10490,LOC124208509,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L,493,1253,2144,639,763,313,305,431,g26983,468,481,414,197,112,63,164,186,182,FBgn0010356,Taf5,TBP-associated factor 5,
Dpul_Gene_10491,LOC124208510,transcription elongation factor B polypeptide 3-like,1619,2907,6552,2872,4375,1766,1455,2005,g26982,2192,1312,1068,612,590,612,1181,1062,973,FBgn0039066,EloA,Elongin A,
Dpul_Gene_10492,LOC124208511,serine/threonine-protein kinase Doa-like isoform X1,1053,4266,7224,2710,5715,1599,2188,1253,g26988,1213,1944,1626,880,766,943,5961,5546,3328,,,,
Dpul_Gene_10493,LOC124208512,ubiquitin carboxyl-terminal hydrolase 24-like,5449,19407,26148,6838,6937,4799,6939,3394,g2564,2304,3630,2493,946,690,613,5659,5870,2986,FBgn0005632,faf,fat facets,
Dpul_Gene_10494,LOC124208514,protein disulfide-isomerase A6 homolog,2176,7543,21583,10124,5936,1779,3555,5134,g26981,2878,5956,5871,4488,5443,2205,1172,2729,1040,FBgn0025678,CaBP1,calcium-binding protein 1,
Dpul_Gene_10495,LOC124208515,glycolipid transfer protein-like,128,383,608,166,235,39,34,185,g26986,673,1059,1176,566,342,241,299,257,243,FBgn0030641,CG6299,0,
Dpul_Gene_10496,LOC124208517,discoidin domain-containing receptor tyrosine kinase B-like isoform X1,0,2,70,255,1011,319,300,28,g26064,23,2,1,4,34,87,273,170,67,FBgn0053531,Ddr,Discoidin domain receptor,
Dpul_Gene_10497,LOC124208518,uridine-cytidine kinase 2-B-like isoform X3,1504,3037,5086,1389,2082,761,1206,1281,g26063,5262,3152,2461,849,570,468,847,1252,639,FBgn0263398,Uck,Uridine-cytidine kinase,
Dpul_Gene_10498,LOC124208520,lysosomal alpha-mannosidase-like isoform X1,8,71,1746,874,1719,786,384,2880,g26591,14,86,89,198,102,235,717,382,722,FBgn0027611,LManII,Lysosomal alpha-mannosidase II,
Dpul_Gene_10499,LOC124208523,tRNA (guanine(37)-N1)-methyltransferase-like isoform X2,463,1423,2109,437,376,219,332,345,g26904,321,572,402,165,87,79,87,216,113,FBgn0052281,CG32281,0,
Dpul_Gene_10500,LOC124208524,thioredoxin domain-containing protein 5 homolog,967,4728,12783,5953,6255,1266,1641,1536,g26905,833,2497,2428,1926,1484,1623,881,1290,974,FBgn0030329,prtp,pretaporter,
Dpul_Gene_10501,LOC124208525,protein CDV3 homolog isoform X1,3155,7204,14059,4817,8444,1758,3406,3032,g26641,3379,3317,2491,1218,949,1190,1092,2399,1071,FBgn0022343,CG3760,0,
Dpul_Gene_10502,LOC124208528,uncharacterized protein LOC124208528,1,5,224,1,224,4,4,1,g26914,1,13,10,19,27,22,65,46,42,,,,
Dpul_Gene_10503,LOC124208529,uncharacterized protein LOC124208529 isoform X1,231,42280,165332,120705,324124,111954,165435,132437,g26663,12,1045,1753,4978,7112,5348,279014,191053,109700,FBgn0053196,dpy,dumpy,
Dpul_Gene_10504,LOC124208530,pre-mRNA-processing factor 40 homolog A-like isoform X3,4056,13803,21633,4767,5552,2942,3835,2623,g2559,3734,5679,4868,1977,1196,512,1176,2003,1207,FBgn0031492,CG3542,0,
Dpul_Gene_10505,LOC124208531,poly(A)-specific ribonuclease PARN-like isoform X1,397,2052,2875,503,569,412,453,328,g26062,441,1156,937,242,106,79,332,308,180,FBgn0036239,Pop2,Pop2,
Dpul_Gene_10506,LOC124208532,class A basic helix-loop-helix protein 15-like isoform X1,4,48,1101,1041,6269,255,296,190,g26060,2,27,34,354,429,546,42,104,227,FBgn0023091,dimm,dimmed,HLH
Dpul_Gene_10507,LOC124208533,mitochondrial import receptor subunit TOM20 homolog,616,2389,6777,2497,2034,947,994,751,g26061,2197,2796,2982,1995,1314,1374,683,1054,527,FBgn0036928,Tom20,Translocase of outer membrane 20,
Dpul_Gene_10508,LOC124208534,uncharacterized protein LOC124208534,0,0,37,71,353,92,115,19,g234,0,0,0,6,15,22,149,100,57,FBgn0040370,CG13375,0,
Dpul_Gene_10509,LOC124208536,protein N-terminal asparagine amidohydrolase-like isoform X1,28,639,6310,3532,2976,2093,2033,4173,g25998,4,232,352,1468,2877,952,1626,1123,882,FBgn0034371,Ntan1,N-terminal amidohydrolase 1,
Dpul_Gene_10510,LOC124208538,protein scabrous-like,46,3176,3338,717,1313,408,426,149,g26872,4,316,415,184,108,63,1072,631,373,FBgn0003326,sca,scabrous,
Dpul_Gene_10511,LOC124208539,nucleolar MIF4G domain-containing protein 1-like,916,2402,4982,1352,1526,737,730,546,g2560,1198,1589,1233,469,265,246,592,654,386,FBgn0035336,CG9004,0,
Dpul_Gene_10512,LOC124208542,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10%2C mitochondrial-like,1496,4766,14578,10000,20752,5556,4448,2866,g27102,1955,2331,2462,2321,2732,4981,5400,4411,2563,FBgn0019957,ND-42,NADH dehydrogenase (ubiquinone) 42 kDa subunit,
Dpul_Gene_10513,LOC124208543,uncharacterized protein LOC124208543,930,4130,3753,281,329,94,73,448,g27101,1690,2604,2297,399,69,66,72,158,137,FBgn0259110,mmd,mind-meld,
Dpul_Gene_10514,LOC124208544,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like,0,11,98,14,2398,315,1201,458,g26581,5,2,4,2,5,798,485,3897,1630,FBgn0036279,Ncc69,sodium chloride cotransporter 69,
Dpul_Gene_10515,LOC124208545,cohesin subunit SA-1-like,178,527,1232,673,1508,534,189,1113,g26903,265,36,24,7,9,28,40,81,226,FBgn0020616,SA,Stromalin,
Dpul_Gene_10516,LOC124208546,craniofacial development protein 1-like,533,1965,4218,1024,993,278,325,271,g2563,1721,2325,1904,729,529,291,122,250,132,FBgn0267398,Yeti,Yeti,
Dpul_Gene_10517,LOC124208548,protein lingerer-like isoform X2,8144,31912,42436,10382,11915,4902,8645,5976,g26688,6323,12002,10495,4512,2454,1641,6277,8540,3945,FBgn0020279,lig,lingerer,
Dpul_Gene_10518,LOC124208549,integrator complex subunit 3-like isoform X2,2720,7967,11776,3583,5486,1479,1755,1992,g26689,2565,1934,1454,665,503,415,1638,1461,1068,FBgn0262117,IntS3,Integrator 3,
Dpul_Gene_10519,LOC124208550,protein bric-a-brac 2-like,654,3404,6736,2447,4446,1387,1317,1033,g26695,406,860,803,514,409,353,1458,1236,1153,FBgn0263102,psq,pipsqueak,
Dpul_Gene_10520,LOC124208551,frizzled-5-like,422,392,2736,1444,1646,355,365,134,g26696,106,90,64,120,106,138,737,445,316,FBgn0016797,fz2,frizzled 2,
Dpul_Gene_10521,LOC124208552,asparagine--tRNA ligase%2C cytoplasmic-like,1940,6497,13529,4728,5577,2219,3377,3461,g26690,3434,5319,5658,3189,2133,1259,1696,2736,1431,FBgn0086443,AsnRS,Asparaginyl-tRNA synthetase,
Dpul_Gene_10522,LOC124208553,hypoxanthine-guanine phosphoribosyltransferase-like,346,1982,5073,2219,2460,339,627,1055,g2561,1026,1400,1529,1058,978,519,147,534,302,FBgn0039714,Zip99C,Zinc/iron regulated transporter-related protein 99C,
Dpul_Gene_10523,LOC124208554,N6-adenosine-methyltransferase catalytic subunit-like,717,2626,4823,1350,1631,646,802,580,g26693,1059,1267,1212,921,693,1017,575,851,1112,FBgn0039139,Mettl3,Methyltransferase like 3,
Dpul_Gene_10524,LOC124208555,uncharacterized protein LOC124208555,390,1459,2189,643,686,320,402,324,g26697,430,717,729,386,306,184,277,289,234,FBgn0031961,CG7102,0,
Dpul_Gene_10525,LOC124208556,probable E3 ubiquitin-protein ligase RNF144A,2516,1904,3623,1478,2880,1625,1515,2503,g26692,4118,953,849,463,510,524,2245,1216,846,FBgn0053144,CG33144,0,
Dpul_Gene_10526,LOC124208557,uncharacterized protein LOC124208557,0,0,5,23,60,18,10,0,g26691,0,0,0,0,5,10,20,9,2,,,,
Dpul_Gene_10527,LOC124208560,adhesive plaque matrix protein-like,58,317,355,163,20314,1671,1608,3910,g26907,68,378,356,110,73,905,175,1407,2614,FBgn0033869,Cpr50Cb,Cuticular protein 50Cb,
Dpul_Gene_10528,LOC124208561,ATP-dependent RNA helicase DDX42-like isoform X1,1401,4326,7282,2398,2766,1138,984,682,g26933,994,1613,1342,570,466,336,768,611,415,FBgn0036104,CG6418,0,
Dpul_Gene_10529,LOC124208562,sugar transporter SWEET1-like isoform X2,68,287,2435,1552,1253,459,429,407,g26934,168,291,357,625,1227,466,410,373,233,FBgn0025469,slv,saliva,
Dpul_Gene_10530,LOC124208563,dynamin-binding protein-like isoform X1,746,5056,11240,5419,7592,4239,3816,2422,g1489,211,698,683,519,795,568,2431,1770,1629,FBgn0023388,Dap160,Dynamin associated protein 160,
Dpul_Gene_10531,LOC124208564,uncharacterized protein LOC124208564,105,499,897,276,250,127,147,153,g26588,102,147,147,72,46,27,33,102,67,,,,
Dpul_Gene_10532,LOC124208565,E3 ubiquitin-protein ligase Mdm2-like,986,2250,2349,766,1388,501,614,689,g26589,2311,1079,810,286,218,228,302,416,405,,,,
Dpul_Gene_10533,LOC124208566,E3 SUMO-protein ligase ZBED1-like,3,150,214,72,74,36,48,27,g2786,30,113,99,51,41,27,52,61,45,,,,
Dpul_Gene_10534,LOC124208569,phospholipase A and acyltransferase 1-like,48,29,37,41,50,40,18,122,g3895,0,1,3,18,38,175,66,63,47,FBgn0001319,kn,knot,TIG
Dpul_Gene_10535,LOC124208571,homeotic protein empty spiracles-like,10,655,1748,460,482,193,191,95,g26620,3,93,129,127,71,25,557,389,278,FBgn0008646,E5,E5,Homeobox
Dpul_Gene_10536,LOC124208572,homeobox protein EMX2-like,87,2769,3669,926,915,334,436,278,g26619,16,370,462,255,137,69,682,413,316,FBgn0000576,ems,empty spiracles,Homeobox
Dpul_Gene_10537,LOC124208576,dual specificity tyrosine-phosphorylation-regulated kinase 2-like,3738,16320,21984,5659,6364,1908,2219,1581,g1493,311,573,486,232,127,101,3258,2987,1907,FBgn0027101,Dyrk3,Dual-specificity tyrosine phosphorylation-regulated kinase 3,
Dpul_Gene_10538,LOC124208580,LIM/homeobox protein Lhx5-like,8,3170,4281,1355,1726,666,733,138,g26103,0,206,284,189,151,48,956,517,271,FBgn0026411,Lim1,LIM homeobox 1,Homeobox
Dpul_Gene_10539,LOC124208586,striatin-interacting protein 1 homolog isoform X1,1295,5093,10771,4342,5824,1873,2050,1246,g1494,1029,1536,1344,878,819,676,1551,1586,1049,FBgn0035437,Strip,Striatin interacting protein,
Dpul_Gene_10540,LOC124208590,lysophospholipid acyltransferase 7-like,295,1010,3149,1431,1656,698,830,539,g26682,713,439,477,471,492,355,681,784,483,FBgn0031815,frj,farjavit,
Dpul_Gene_10541,LOC124208591,uncharacterized protein LOC124208591,29,336,1425,930,1752,508,427,234,g26683,22,105,112,207,189,394,532,464,409,,,,
Dpul_Gene_10542,LOC124208597,protein eva-1-like isoform X3,107,446,2312,1073,1718,552,547,243,g26901,154,199,190,350,241,245,2823,1810,1165,FBgn0259821,CG42402,0,
Dpul_Gene_10543,LOC124208599,growth/differentiation factor 8-like,123,745,1558,579,602,167,162,148,g27097,30,119,71,65,24,34,678,851,606,FBgn0026199,myo,myoglianin,
Dpul_Gene_10544,LOC124208600,protein Skeletor%2C isoforms B/C-like isoform X2,17,26,5660,5176,5289,2590,3054,839,g26923,48,30,57,1159,1817,752,8568,3651,1264,FBgn0085384,CG34355,0,
Dpul_Gene_10545,LOC124208601,muskelin-like,698,3158,6457,2501,3408,1351,1211,806,g27014,951,1105,953,456,464,475,1305,920,566,FBgn0033757,muskelin,muskelin,
Dpul_Gene_10546,LOC124208602,uncharacterized protein LOC124208602,40,129,242,82,93,71,69,50,g27012,67,41,49,31,17,23,90,94,58,FBgn0037910,CG14708,0,
Dpul_Gene_10547,LOC124208603,peroxisomal targeting signal 1 receptor-like isoform X1,688,2973,5812,2284,3021,1594,1199,1013,g27017,911,1602,1588,1014,908,697,2374,1275,874,FBgn0023516,Pex5,Peroxin 5,
Dpul_Gene_10548,LOC124208604,inositol-pentakisphosphate 2-kinase-like isoform X3,238,955,1608,606,906,354,710,461,g27011,292,325,325,174,131,127,456,740,475,FBgn0050295,Ipk1,Ipk1,
Dpul_Gene_10549,LOC124208605,2-hydroxyacyl-CoA lyase 1-like isoform X1,565,2178,8159,5012,4940,1598,1389,1245,g27018,902,801,867,755,1004,1045,1471,1138,867,FBgn0034488,Hacl,2-hydroxyacyl-CoA lyase,
Dpul_Gene_10550,LOC124208606,uncharacterized protein LOC124208606,945,2568,4476,1307,1294,641,815,598,g27015,696,901,762,350,317,196,871,587,416,,,,
Dpul_Gene_10551,LOC124208607,NIF3-like protein 1 isoform X1,897,3989,6297,1673,1664,967,1084,898,g27021,910,1237,1303,713,468,245,541,502,300,FBgn0033972,Ciao1,Ciao1,
Dpul_Gene_10552,LOC124208608,NSFL1 cofactor p47-like,1246,4624,6782,1708,1759,838,907,908,g27016,2516,3546,3422,1426,932,511,783,919,637,FBgn0033179,p47,p47,
Dpul_Gene_10553,LOC124208609,probable 18S rRNA (guanine-N(7))-methyltransferase isoform X2,500,1576,2618,639,693,430,569,471,g27019,814,1292,1168,570,362,282,363,412,239,FBgn0037543,CG10903,0,
Dpul_Gene_10554,LOC124208610,uncharacterized protein F58A4.6-like,62,206,347,126,85,43,41,44,g27022,159,212,164,83,57,41,34,53,43,FBgn0030039,CG12123,0,
Dpul_Gene_10555,LOC124208611,protein BTG2-like,1488,10978,19676,7912,18183,7415,6452,5098,g27010,412,485,386,182,139,210,14146,6008,7345,,,,
Dpul_Gene_10556,LOC124208612,transcription initiation factor IIA subunit 2-like,510,2587,4713,1322,1673,718,628,738,g27013,939,2133,2105,1034,719,413,417,435,262,FBgn0013347,TfIIA-S,Transcription-factor-IIA-S,
Dpul_Gene_10557,LOC124208614,mannosyl-oligosaccharide 1%2C2-alpha-mannosidase IA-like isoform X1,556,531,1809,596,973,306,354,212,g26622,771,209,152,267,318,154,350,242,106,FBgn0259170,alpha-Man-Ia,alpha-Mannosidase class I a,
Dpul_Gene_10558,LOC124208615,OTU domain-containing protein 5-B-like,2450,3206,7008,2859,4369,1241,1343,1824,g1492,1949,668,574,368,303,250,1262,1038,882,FBgn0036180,Duba,Deubiquitinating enzyme A,
Dpul_Gene_10559,LOC124208616,THO complex subunit 3-like,578,1993,2396,522,493,172,352,530,g26621,1158,1079,958,337,136,83,141,365,216,FBgn0037569,tex,tex,
Dpul_Gene_10560,LOC124208617,vascular endothelial growth factor receptor 3-like,0,20,137,80,127,50,41,16,g26618,3,3,8,6,12,26,71,47,53,,,,
Dpul_Gene_10561,LOC124208624,solute carrier family 28 member 3-like isoform X1,0,8,686,911,4190,473,265,401,g27063,1,46,47,313,111,393,253,182,511,FBgn0025709,CNT2,Concentrative nucleoside transporter 2,
Dpul_Gene_10562,LOC124208625,serine/threonine-protein kinase pim-3-like isoform X1,2724,4673,5630,1808,2052,1385,1514,1748,g1495,3744,1631,1389,566,542,309,1992,1500,1226,FBgn0034950,Pask,PAS kinase,
Dpul_Gene_10563,LOC124208633,prolyl 4-hydroxylase subunit alpha-1-like,6,1,38,36,11,20,19,7,g26161,5,1,1,2,13,3,10,5,3,FBgn0039776,PH4alphaEFB,prolyl-4-hydroxylase-alpha EFB,
Dpul_Gene_10564,LOC124208634,lysosomal alpha-mannosidase-like,0,9,1430,3976,3487,324,103,112,g26599,0,1,0,53,294,904,315,80,130,FBgn0027611,LManII,Lysosomal alpha-mannosidase II,
Dpul_Gene_10565,LOC124208635,uncharacterized protein LOC124208635,146,12,62,5,26,2,5,3,g26082,265,13,3,3,9,7,19,16,11,,,,
Dpul_Gene_10566,LOC124208636,serine/threonine-protein phosphatase 2B catalytic subunit 3-like,344,712,2190,1464,2698,702,669,624,g26151,205,206,196,158,186,329,744,541,353,,,,
Dpul_Gene_10567,LOC124208637,N-terminal kinase-like protein,601,2434,7470,2960,2540,977,1253,883,g25908,948,952,864,616,777,410,702,926,574,FBgn0260990,yata,yata,
Dpul_Gene_10568,LOC124208638,uncharacterized protein LOC124208638,0,2,65,26,51,11,9,2,g1490,0,2,4,13,13,8,20,7,5,FBgn0003165,pum,pumilio,
Dpul_Gene_10569,LOC124208639,dynein axonemal assembly factor 1-like,12,22,140,98,230,44,41,10,g25907,17,47,23,60,152,130,189,105,40,FBgn0023090,dtr,defective transmitter release,
Dpul_Gene_10570,LOC124208640,AP-2 complex subunit alpha-like,3702,8110,18037,9113,11840,3878,4582,3978,g25763,2388,2051,1837,1326,1423,1469,3268,3681,2113,FBgn0264855,AP-2alpha,"Adaptor Protein complex 2, alpha subunit",
Dpul_Gene_10571,LOC124208641,speckle targeted PIP5K1A-regulated poly(A) polymerase-like,278,835,2082,690,867,324,303,258,g25762,833,391,300,133,104,107,215,256,185,FBgn0024360,MTPAP,mitochondrial poly(A) polymerase,
Dpul_Gene_10572,LOC124208642,cyclic AMP response element-binding protein A-like isoform X2,114,696,2765,1727,1142,1051,1488,324,g25764,34,172,252,308,551,124,1628,1432,709,FBgn0004396,CrebA,Cyclic-AMP response element binding protein A,bZIP
Dpul_Gene_10573,LOC124208643,kinesin-like protein KIF7,1929,5719,10059,3432,4831,2226,2144,1759,g25801,1314,1109,842,508,444,346,1444,1323,1032,FBgn0032243,Klp31E,Kinesin-like protein at 31E,
Dpul_Gene_10574,LOC124208644,E3 ubiquitin-protein ligase listerin-like,1523,6501,12200,3765,4341,2150,2309,1643,g25804,801,1397,1183,552,450,328,1793,1875,1080,FBgn0262517,Ltn1,Listerin E3 ubiquitin protein ligase 1,
Dpul_Gene_10575,LOC124208645,zinc transporter ZIP1-like,535,1609,2680,1077,1169,719,600,356,g1491,855,645,500,251,299,166,551,354,221,,,,
Dpul_Gene_10576,LOC124208646,leukocyte elastase inhibitor-like,182,228,532,376,346,133,93,36,g25802,164,419,221,228,202,110,47,105,78,FBgn0028988,Spn42Dd,Serpin 42Dd,
Dpul_Gene_10577,LOC124208647,trophoblast glycoprotein-like,395,2583,8781,3041,4963,848,914,587,g25805,721,2065,1844,1109,1101,943,882,699,317,FBgn0037956,CG6959,0,
Dpul_Gene_10578,LOC124208648,dynein light chain Tctex-type 1-like,350,1391,3053,1216,1459,451,437,487,g25803,1276,1517,1494,861,878,602,301,322,178,FBgn0024432,Dlc90F,Dynein light chain 90F,
Dpul_Gene_10579,LOC124208653,transmembrane 9 superfamily member 1-like,532,1267,3631,1916,1244,623,907,519,g26542,416,396,378,300,401,218,375,435,180,FBgn0035622,TM9SF3,Transmembrane 9 superfamily protein member 3,
Dpul_Gene_10580,LOC124208655,succinate--CoA ligase [GDP-forming] subunit beta%2C mitochondrial-like,1222,3330,11523,5888,7318,1521,1718,1577,g26931,2185,1912,2029,1774,1679,1630,1344,1387,924,FBgn0029118,ScsbetaG,"Succinyl-coenzyme A synthetase beta subunit, GDP-forming",
