CON21 Name,A,B,C,D,E,F,G,H,I,Fly Name (ZQ),Fly Description (ZQ),KAP4 Protein,KAP4 Locus,KAP4 Descritpion,C. elegans,Human,Honeybee,Mouse,Zebrafish,Silkworm,Mosquito,Cluster
g9080,5,4,2,5,26,14,83,66,43,,,,,,,ENSP00000433618.2,,ENSMUSP00000010745.7,ENSDARP00000088920.3,,,4
g35,0,0,0,0,4,46,83,47,33,,,,,,,,,,,,,4
g4171,20,28,17,12,14,33,70,83,75,,,,,,,,,,,,,14
g3693,2,0,0,5,1,50,21,83,20,,,,,,,,,,,,,1
g4109,1,4,3,9,14,15,83,75,41,,,,,,,,,,,,,1
g26912,4,5,9,25,46,71,81,83,81,dpy,dumpy,XP_046462195.1,LOC124208486,uncharacterized protein LOC124208486,,,,,,,,4
g725,37,24,24,9,7,15,83,65,49,,,,,,,,,,,,,1
g14808,83,49,33,8,5,8,25,44,38,,,,,,,,,,,,,6
g24000,83,51,36,21,26,16,10,13,31,,,,,,,,,,,,,10
g20565,1,0,0,1,4,17,83,60,26,tim,timeless,XP_046457919.1,LOC124204762,uncharacterized protein LOC124204762,,,,,,XP_037877670.1,,4
g3967,0,0,0,0,2,25,83,43,58,,,XP_046439595.1,LOC124190779,ankyrin repeat domain-containing protein 50-like,,,,,,,,4
g17032,6,3,1,4,3,15,83,58,35,,,XP_046451533.1,LOC124199658,opsin-3-like,,,,,,,,1
g23590,48,18,8,3,1,6,19,35,83,,,,,,,,,,,XP_037868375.1,,2
g25427,0,0,1,1,4,63,14,83,22,,,,,,ZK546.15.1,ENSP00000264690.6,XP_006571469.1,ENSMUSP00000026907.6,ENSDARP00000100259.3,XP_004931819.2,,14
g5166,0,0,0,1,0,56,36,21,83,,,XP_046439170.1,LOC124190517,trypsin-1-like,,,,,,,,14
g11748,0,0,0,0,1,19,12,14,83,,,XP_046448137.1,LOC124196926,uncharacterized protein LOC124196926,,,,,ENSDARP00000120475.1,,,2
g11111,33,83,72,9,10,8,2,1,2,CG9643,0,XP_046447412.1,LOC124196392,EEF1A lysine methyltransferase 2-like,,,,,,,,8
g8070,0,0,0,22,26,83,72,55,79,Ire1,Inositol-requiring enzyme-1,XP_046445117.1,LOC124194787,ankyrin repeat domain-containing protein 50-like isoform X1,,,,,,,,3
g6210,6,8,6,6,5,12,55,50,83,,,,,,,,,,,,,14
g22432,0,0,0,1,1,59,82,20,38,CG4199,0,XP_046459507.1,LOC124205949,uncharacterized protein LOC124205949,,ENSP00000490264.2,,,,,,1
g5233,82,45,21,21,18,13,24,29,59,,,,,,,,,,,,,6
g16316,65,82,80,55,54,38,79,51,43,,,,,,,,,,,,,5
g12812,82,43,42,41,35,25,30,27,42,CG14331,0,XP_046447861.1,LOC124196726,uncharacterized protein LOC124196726,,,,,,,,6
g23954,1,2,2,1,3,75,61,31,82,obst-F,obstructor-F,,,,,,,,,,,2
g954,54,75,44,19,7,28,70,82,58,,,,,,,,,,,,,5
g6253,0,0,0,0,32,82,2,37,15,,,XP_046441977.1,LOC124192619,uncharacterized protein LOC124192619 isoform X2,,,,,,,,3
g6832,1,1,1,8,73,60,82,46,32,,,,,,,,,,,,,4
g18483,82,68,26,3,7,7,18,9,15,,,,,,,,,,,,,10
g14215,0,1,2,14,82,3,2,1,1,,,,,,,,,,,,,11
g3866,0,0,0,1,11,82,58,25,53,,,XP_046439488.1,LOC124190693,dual specificity protein kinase zak2-like,,,,,,,,3
g24050,0,0,0,1,11,82,50,16,50,,,,,,C41C4.4a.1,,,,,,,3
g11645,0,0,1,0,1,3,32,82,31,FucTC,"alpha1,3-fucosyltransferase C",XP_046447965.1,LOC124196786,beta-1%2C3-galactosyltransferase brn-like,,,,,,,,1
g11515,0,0,1,3,2,18,81,68,54,alpha4GT1,"alpha1,4-galactosyltransferase 1",XP_046448101.1,LOC124196892,uncharacterized protein LOC124196892,,,,,,,,14
g9473,10,20,30,49,42,17,37,54,81,,,,,,F28F5.6.1,,,,,,,2
g13667,0,0,0,0,0,1,56,34,81,,,,,,,,,,ENSDARP00000142178.1,,,14
g9790,1,1,0,5,18,24,81,45,31,,,XP_046444322.1,LOC124194260,uncharacterized protein LOC124194260 isoform X2,,,,,,,,4
g24018,0,1,1,0,0,1,7,81,66,CG6763,0,,,,,,,,,,,2
g12799,0,3,4,2,3,3,81,46,31,,,,,,,,,,,,,1
g16247,0,8,13,36,41,32,81,55,62,,,XP_046453043.1,LOC124200792,egl nine homolog 1-like,,,,,,,,4
g17012,0,1,2,32,81,32,47,15,20,,,XP_046452903.1,LOC124200673,putative defense protein,,,,,,,,11
g25530,0,0,1,0,5,44,2,29,81,CG11475,0,XP_046463118.1,LOC124209245,uncharacterized protein LOC124209245,,ENSP00000364647.3,,,,,,2
g18468,81,26,11,2,2,6,10,5,10,,,,,,,,,,,,,10
g3500,0,0,0,2,2,2,8,38,81,,,,,,,,,,,,,14
g15603,0,0,1,1,14,13,81,34,8,,,,,,K05F6.1.1,,,,,,,1
g9193,1,0,1,22,46,81,42,34,39,CG17600,0,XP_046444617.1,LOC124194450,uncharacterized protein LOC124194450,,,,,ENSDARP00000149434.1,XP_012545982.1,,4
g17060,13,4,2,2,2,81,37,36,62,sli,slit,XP_046453328.1,LOC124200960,oplophorus-luciferin 2-monooxygenase non-catalytic subunit-like,,,XP_006561501.1,,,XP_037869166.1,,3
g10907,1,1,0,8,37,81,35,17,31,,,,,,,,,,,,,3
g10485,0,0,0,6,15,79,80,40,73,Cyp1,Cyclophilin 1,XP_046445932.1,LOC124195529,uncharacterized protein LOC124195529,,,,,,,,4
g21574,13,26,26,55,52,29,66,50,80,,,,,,,,,,,,,2
g9708,11,33,40,80,71,36,24,21,21,,,,,,,,,,,,,9
g23240,0,0,0,0,0,14,19,6,80,zip,zipper,,,,,ENSP00000243222.4,,ENSMUSP00000101150.2,,,,2
g25370,80,27,26,49,15,2,1,0,1,,,XP_046462847.1,LOC124209022,uncharacterized protein LOC124209022,C31A11.1.1,,XP_394861.4,ENSMUSP00000110749.2,,XP_037870903.1,,6
g3940,11,8,8,7,8,7,52,56,80,,,,,,,,,ENSMUSP00000115205.2,,,,14
g11799,66,80,18,6,9,21,15,40,64,St1,Sulfotransferase 1,XP_046448182.1,LOC124196974,sulfotransferase 1E1-like,,,,,,,,6
g10738,80,64,62,41,19,27,16,35,31,mRpS35,mitochondrial ribosomal protein S35,XP_046446204.1,LOC124195698,LOW QUALITY PROTEIN: 28S ribosomal protein S35%2C mitochondrial-like,,,,,,,,10
g4228,80,35,31,29,32,24,18,12,16,,,,,,,,,,,,,6
g1671,3,5,3,2,14,49,80,67,42,ds,dachsous,,,,,,,,,,,4
g17765,0,0,1,0,1,1,1,4,80,,,XP_046455372.1,LOC124202910,cuticle protein 19-like,,,,,,,,2
g10444,0,1,2,3,15,80,25,44,57,CG16959,0,XP_046445781.1,LOC124195428,uncharacterized protein LOC124195428 isoform X3,C17E7.3b.1,,,,,,,3
g19479,1,0,0,3,37,71,79,62,22,AstCC,Allatostatin double C,XP_046455835.1,LOC124203201,prohormone-1-like,,,XP_016770380.1,,ENSDARP00000008265.6,,,4
g10343,39,79,73,51,52,31,53,53,42,,,,,,,,,,,,,7
g9947,14,9,10,4,4,6,14,25,79,,,,,,,,,,,,,2
g24684,2,0,0,8,21,20,79,41,18,,,,,,,,,,,,,4
g7412,3,7,7,6,27,10,32,62,79,,,,,,,,,,,,,2
g16058,3,5,6,10,43,27,79,66,31,,,XP_046452801.1,LOC124200577,alpha-(1%2C3)-fucosyltransferase C-like,,,,,,,,4
g11219,71,79,55,52,54,32,58,51,46,,,,,,,,,,,,,6
g19461,8,2,1,19,57,79,52,49,39,shot,short stop,,,,,,,,,,,4
g9615,1,1,2,5,26,79,37,44,69,,,XP_046445312.1,LOC124194948,UDP-glycosyltransferase UGT5-like,T07C5.1c.1,,,,,NP_001243980.1,,3
g5959,1,1,1,0,3,2,74,79,69,,,,,,,,,,,,,14
g17003,37,25,14,3,2,5,18,35,79,CG42588,0,,,,,,,,,,,2
g17174,4,0,0,0,5,79,42,31,53,,,XP_046453468.1,LOC124201064,uncharacterized protein LOC124201064,,,,,,,,3
g26979,17,10,10,2,2,4,9,21,79,,,,,,,,,,,,,2
g7122,6,4,5,36,52,28,79,41,27,,,XP_046441032.1,LOC124191986,uncharacterized protein LOC124191986,,,,,,XP_037876438.1,,4
g27023,1,1,0,8,12,33,79,39,33,,,,,,,,,,,,,1
g6826,6,2,2,1,3,5,5,22,79,,,XP_046442920.1,LOC124193236,endocuticle structural glycoprotein ABD-4-like,,,,,,,,2
g12777,5,6,3,6,11,29,79,61,50,,,,,,,,,,,,,14
g6645,9,8,3,22,31,79,6,28,31,CG15614,0,XP_046441299.1,LOC124192160,uncharacterized protein LOC124192160 isoform X3,,,,,,,,3
g15866,0,0,0,0,1,15,56,79,65,,,,,,,,,,,,,14
g8668,0,2,3,3,2,28,78,59,47,,,,,,,,,,,,,4
g10928,1,0,1,27,20,23,13,29,78,,,XP_046446710.1,LOC124196002,uncharacterized protein LOC124196002,,,,,,,,2
g23196,0,1,1,2,2,7,4,9,78,,,,,,,,,,,,,2
g22938,11,19,21,17,33,37,78,76,73,,,,,,,,,,,,,4
g11851,7,1,1,23,78,61,75,73,43,CG5522,0,XP_046448224.1,LOC124197015,uncharacterized protein LOC124197015,,ENSP00000362011.1,,,,,,4
g24121,12,11,13,20,26,69,78,54,66,,,,,,,,,,,XP_037875223.1,,4
g26117,5,3,1,0,1,16,70,29,78,lectin-37Da,lectin-37Da,XP_046462598.1,LOC124208772,uncharacterized protein LOC124208772,W04E12.8.1,,,ENSMUSP00000142237.2,,,,4
g23966,1,2,1,1,1,0,78,68,74,,,,,,,,,,,,,1
g20997,21,29,31,28,28,20,78,34,40,,,,,,,,,,,,,1
g22888,30,51,29,17,5,41,64,78,57,,,,,,,,,,,,,1
g12035,0,0,0,28,26,78,16,7,11,Sesn,Sestrin,XP_046448449.1,LOC124197186,uncharacterized protein LOC124197186,T17A3.3.1,ENSP00000466057.1,,,,,,3
g24469,0,1,1,1,0,2,14,28,78,l(1)G0193,lethal (1) G0193,,,,F59A1.7.2,,XP_016767059.1,,,,XP_011493408.2,14
g2499,12,4,1,1,9,78,1,0,1,,,,,,,,,,,,,3
g14005,14,11,14,3,11,7,17,29,77,,,,,,,,,,,,,14
g19487,7,3,3,19,41,59,77,51,43,kek6,kekkon 6,XP_046455161.1,LOC124202783,uncharacterized protein LOC124202783 isoform X1,,,XP_397511.4,,,,,4
g13396,0,0,0,2,6,13,77,49,29,5-HT2A,5-hydroxytryptamine (serotonin) receptor 2A,XP_046450056.1,LOC124198297,5-hydroxytryptamine receptor 2C-like,,ENSP00000437737.1,XP_026298396.1,ENSMUSP00000094021.3,ENSDARP00000126034.1,XP_037871997.1,XP_021705614.1,1
g8258,0,0,0,0,0,0,77,51,5,,,,,,,,,,,,,1
g20962,18,17,24,7,1,2,59,77,76,,,,,,,,,,,,,2
g20983,0,0,0,0,0,8,20,77,19,,,XP_046458646.1,LOC124205306,crustapain-like,,,,,,,,1
g6626,56,29,15,9,14,16,32,33,77,,,,,,,,XP_026301230.1,,,,,2
g3045,27,69,77,33,24,17,58,68,49,,,,,,,,,,,,,5
g19439,0,2,3,1,5,3,13,25,77,,,,,,,,,,,,,14
g24687,1,0,0,7,19,16,77,41,19,RhoL,Rho-like,XP_046462033.1,LOC124208298,ras-related protein ced-10-like,,,,,,,,1
g20407,0,0,0,1,6,6,77,54,31,,,,,,,,,,,,,1
g18022,0,0,0,0,0,3,77,6,24,CG7920,0,XP_046454331.1,LOC124202104,uncharacterized protein LOC124202104,,,XP_026299721.1,,,,,1
g20949,18,17,24,7,1,2,59,75,77,,,,,,,,,,,,,2
g22162,0,1,0,1,77,22,8,30,25,,,,,,,,,,,,,11
g17168,0,0,1,1,1,2,2,3,77,CG8668,0,XP_046453457.1,LOC124201058,uncharacterized protein LOC124201058 isoform X2,,,,,,,,2
g5855,0,0,0,2,5,8,77,49,28,SIFaR,SIFamide receptor,,,,,,,,,,,1
g4233,1,0,1,1,8,77,16,18,24,,,,,,,,,,,,,3
g20595,22,20,13,12,10,11,37,50,76,,,,,,,,,ENSMUSP00000120638.2,,,,2
g24622,0,0,0,0,0,2,0,1,76,frm,farmer,XP_046461385.1,LOC124207805,uncharacterized protein LOC124207805,,,,,,,,2
g25708,46,68,64,23,13,6,76,54,50,,,,,,,,,ENSMUSP00000032071.10,,NP_001036968.1,,5
g15780,76,28,10,22,16,15,28,35,17,,,,,,,,,,,XP_037870020.1,,6
g23481,1,0,0,0,12,74,57,49,76,Nup358,Nucleoporin 358kD,,,,,,,,,,,14
g9430,2,4,6,26,31,76,75,57,74,ebi,ebi,XP_046444753.1,LOC124194553,F-box-like/WD repeat-containing protein TBL1Y isoform X2,,,,,,XP_004924673.1,,4
g1980,1,7,12,42,52,33,76,44,34,niki,nimA-like kinase,XP_046437193.1,LOC124188537,serine/threonine-protein kinase Nek1-like,,ENSP00000421525.2,,ENSMUSP00000147258.2,ENSDARP00000129645.3,XP_037874823.1,XP_001660519.2,1
g20162,0,0,0,9,19,76,37,38,60,shot,short stop,XP_046457639.1,LOC124204604,uncharacterized protein LOC124204604,,,,,,,,3
g25733,0,3,6,6,12,17,76,41,51,,,,,,Y2H9A.2.1,,,,,,,1
g2269,6,8,12,39,76,63,58,38,13,Rab32,Rab32,XP_046460607.1,LOC124207274,ras-related protein Rab-7L1-like isoform X1,,ENSP00000402910.1,,ENSMUSP00000027693.8,,,,11
g14159,76,48,36,9,16,14,36,37,28,Best2,Bestrophin 2,XP_046447666.1,LOC124196580,bestrophin-2-like,,,,,,,,10
g11327,1,0,0,21,26,76,71,41,19,,,,,,,,,,,,,4
g24627,0,0,0,0,2,31,10,68,76,,,,,,,,,,,,,1
g11618,7,5,5,1,1,10,15,21,75,roq,roquin,XP_046447953.1,LOC124196777,uncharacterized protein LOC124196777,T20F5.6.1,,,,,,,2
g945,0,0,0,0,2,3,75,46,21,,,,,,,,,,,,,4
g726,32,44,42,34,30,37,75,63,38,,,,,,,,,,,,,1
g24024,13,16,6,3,10,28,75,56,68,RhoGAP19D,Rho GTPase activating protein at 19D,XP_046460930.1,LOC124207488,rho GTPase-activating protein 21-like,C04D8.1e.1,ENSP00000489905.1,,ENSMUSP00000123191.2,,,,14
g11604,2,0,0,3,5,44,42,75,67,l(3)72Dp,lethal (3) 72Dp,XP_046448015.1,LOC124196824,gamma-glutamyl hydrolase-like,,,,,,,,14
g15849,0,0,0,0,0,0,60,75,62,cep290,cep290,,,,,,,,,,,4
g19769,0,0,0,1,3,74,13,75,42,,,,,,,,,,,,,3
g6007,0,2,4,17,14,72,23,49,75,,,,,,,,,,,,,3
g12356,0,0,0,4,4,75,3,8,22,resilin,resilin,XP_046449859.1,LOC124198197,cell wall protein RBR3-like,C16D2.1c.1,,,,,,,3
g22550,0,0,0,35,71,35,74,34,13,CG15120,0,XP_046456209.1,LOC124203580,parkin coregulated gene protein homolog,E04F6.2.1,ENSP00000355854.2,XP_625146.1,ENSMUSP00000044376.7,ENSDARP00000106202.2,XP_004924716.1,XP_001650935.1,11
g4193,74,43,31,10,9,6,8,11,21,,,,,,,,,,,,,10
g1147,0,2,1,0,1,11,74,20,11,,,XP_046451955.1,LOC124199931,beta-1%2C3-glucan-binding protein-like isoform X2,,,,,,,,1
g5632,36,36,40,13,8,13,40,74,43,,,,,,,,,,,,,2
g14447,0,1,2,2,2,12,70,74,59,Syt12,Synaptotagmin 12,XP_046449233.1,LOC124197744,uncharacterized protein LOC124197744,,ENSP00000435316.1,NP_001136033.1,,,,,14
g24394,74,29,18,3,6,4,16,37,70,,,,,,,,,,,,,6
g8280,18,35,40,22,23,13,29,38,74,,,,,,,,,,,,,2
g911,1,1,1,0,10,71,60,29,74,milt,milton,XP_046446277.1,LOC124195750,probable 1%2C4-beta-D-glucan cellobiohydrolase B,C38D9.8.1,,,,,,,4
g3503,43,69,74,43,48,25,45,51,38,,,,,,Y19D10A.16.1,ENSP00000399473.1,XP_624467.1,,,,,13
g12489,38,74,58,40,24,60,35,33,25,nos,nanos,XP_046447653.1,LOC124196569,nanos homolog 3-like,R03D7.7.1,ENSP00000341021.2,XP_026297806.1,ENSMUSP00000069765.8,ENSDARP00000157019.1,XP_021201990.1,XP_001655854.1,15
g25596,1,1,0,8,12,32,74,37,32,,,,,,T02G5.12.1,,,,,,,4
g23260,0,1,1,0,0,7,41,23,74,,,,,,,,,,,,,2
g16632,0,0,0,0,0,1,33,74,36,,,,,,,,,,,,,1
g18040,0,0,1,1,9,43,1,12,74,Cpr50Cb,Cuticular protein 50Cb,XP_046454307.1,LOC124202086,cuticle protein 18.6-like,,,,,,XP_021202012.1,,1
g1214,0,0,0,1,6,5,11,43,74,,,XP_046447693.1,LOC124196584,cell wall protein DAN4-like isoform X3,,,,,,,,2
g2206,6,6,9,21,57,36,74,28,25,,,,,,,,,,,,,1
g3870,36,35,33,33,32,74,66,39,72,Ire1,Inositol-requiring enzyme-1,,,,C41C4.4b.1,,,ENSMUSP00000145716.2,,,,4
g14070,0,1,2,1,11,74,12,8,9,,,XP_046449450.1,LOC124197916,uncharacterized protein LOC124197916,,,,,,,,3
g8415,0,0,0,0,1,6,73,35,24,CG13991,0,,,,,,,,,,,1
g18095,0,1,1,0,4,41,68,13,73,LRR,Leucine-rich repeat,XP_046454276.1,LOC124202051,uncharacterized protein LOC124202051,,,,,,,,1
g3221,12,16,21,54,42,20,73,43,30,Fer1,48 related 1,XP_046457969.1,LOC124204786,pancreas transcription factor 1 subunit alpha-like,F48D6.3.1,ENSP00000365687.3,XP_006564747.1,ENSMUSP00000028068.3,ENSDARP00000011265.4,,XP_021708465.1,1
g7902,18,54,55,40,73,34,66,72,53,,,,,,,,,,,,,1
g26192,73,57,25,10,16,9,10,10,17,,,,,,,,,,,,,10
g24512,11,12,8,9,3,13,33,29,73,,,XP_046461514.1,LOC124207915,nose resistant to fluoxetine protein 6-like isoform X1,,,,,,,,2
g16046,0,0,1,12,60,26,73,39,5,FucTC,"alpha1,3-fucosyltransferase C",XP_046451206.1,LOC124199437,alpha-(1%2C3)-fucosyltransferase C-like,,,,,,XP_037872852.1,,1
g22681,1,0,1,0,7,18,73,48,53,Pvr,PDGF- and VEGF-receptor related,XP_046456456.1,LOC124203712,vascular endothelial growth factor receptor 1-like isoform X1,,,,,,XP_004928047.1,,14
g23770,31,56,55,29,25,8,73,15,53,,,,,,,,,ENSMUSP00000100082.2,,,,7
g12215,54,55,39,27,20,18,37,53,73,GluRIIE,Glutamate receptor IIE,XP_046448663.1,LOC124197327,probable glutamate receptor isoform X2,,,,,,,,2
g8603,9,18,20,22,10,12,41,45,73,,,,,,,,,,,,,14
g22606,55,19,8,5,2,7,10,18,73,,,,,,,,,,,,,2
g23779,1,5,9,18,12,31,11,22,73,,,,,,,,,,,,,2
g23423,7,13,13,2,1,8,11,22,73,,,,,,,,,,,,,6
g22684,0,0,0,0,0,4,10,20,73,,,,,,,,,,,,,2
g22692,9,23,25,19,28,17,73,51,33,,,,,,,,,,,,,1
g22707,4,5,2,1,1,60,39,19,73,Stacl,Stac-like,XP_046456651.1,LOC124203824,uncharacterized protein LOC124203824,,,,,,,,3
g22282,1,0,0,1,4,30,2,73,71,Lip4,Lipase 4,XP_046459313.1,LOC124205835,gastric triacylglycerol lipase-like,,,,,,,,14
g25323,3,3,1,1,1,9,52,35,73,,,XP_046463227.1,LOC124209326,uncharacterized protein LOC124209326 isoform X1,,,,,,,,14
g2261,5,15,19,51,72,37,50,27,20,CG16984,0,XP_046455917.1,LOC124203245,enkurin-like isoform X2,,ENSP00000478989.1,,ENSMUSP00000027992.3,ENSDARP00000042477.5,XP_004932813.2,XP_001648794.1,11
g21331,1,0,0,6,28,18,72,56,48,,,,,,,,,,,,,4
g17991,2,0,0,3,5,4,72,45,35,,,,,,,,,,,,,1
g19802,0,0,0,1,2,55,10,72,51,,,,,,,,,,,,,3
g16655,0,1,4,50,72,59,72,66,44,,,,,,,,,,,,XP_021697065.1,4
g24348,1,1,0,2,10,72,28,26,68,,,XP_046461743.1,LOC124208077,uncharacterized oxidoreductase TM_0325-like,,,,,,,,3
g5069,0,3,7,57,72,22,15,9,5,DNApol-theta,DNA polymerase theta,XP_046439008.1,LOC124190426,caveolin-3-like,C56A3.7c.1,,XP_006566555.1,,,XP_037866808.1,,11
g892,0,0,0,0,1,3,72,71,64,Svil,Supervillin,,,,,,,,,,,14
g11581,72,17,5,0,1,2,4,5,12,,,,,,,,,,,,,6
g802,51,31,14,8,10,21,51,72,32,,,,,,,,,,,,,6
g9491,0,1,1,2,4,4,72,35,50,,,,,,K04H8.3.1,,,,,,,1
g3505,0,0,1,3,8,11,28,44,72,,,,,,,,,,,,,2
g21083,0,0,1,2,12,40,72,39,28,CrzR,Corazonin receptor,XP_046458102.1,LOC124204912,gonadotropin-releasing hormone receptor-like isoform X1,,ENSP00000226413.5,XP_026295440.1,ENSMUSP00000031172.9,,NP_001127719.1,XP_021705871.1,4
g18343,19,11,9,15,11,20,36,26,72,,,,,,,,,,ENSDARP00000153931.1,,,2
g7880,0,0,0,0,0,21,71,28,53,AnxB9,Annexin B9,,,,,,,,,,,1
g11919,0,0,0,0,2,21,4,46,71,dlg1,discs large 1,XP_046448275.1,LOC124197066,uncharacterized protein LOC124197066,,,,,,,,2
g7917,1,0,0,1,0,2,4,13,71,,,XP_046459077.1,LOC124205660,uncharacterized protein LOC124205660,,,,,,,,2
g16496,40,71,54,39,39,22,21,23,16,,,,,,,,,ENSMUSP00000037679.8,,,,13
g19833,0,0,0,1,6,54,7,71,54,,,XP_046454734.1,LOC124202429,protein spaetzle-like,,,,,,,,3
g17290,0,2,5,71,4,11,17,20,24,,,,,,,,,,,XP_021205720.1,,1
g19894,0,0,0,0,4,71,1,15,55,CG9279,0,XP_046454687.1,LOC124202386,uncharacterized protein LOC124202386 isoform X1,,,,,,,,3
g26618,3,3,8,6,12,26,71,47,53,,,XP_046462416.1,LOC124208617,vascular endothelial growth factor receptor 3-like,,ENSP00000282397.4,,,,,,4
g23604,0,0,1,1,1,11,71,39,15,LanB2,Laminin B2,XP_046460373.1,LOC124207116,uncharacterized protein LOC124207116,,,,,,,,4
g25270,0,0,0,1,0,6,29,26,71,,,XP_046462842.1,LOC124209015,trypsin alpha-like,,,,,,,,14
g20205,2,2,1,4,33,53,71,62,50,CG11836,0,XP_046457697.1,LOC124204636,trypsin-1-like isoform X1,,,,,,,,4
g14806,71,31,20,7,5,4,16,26,49,CG15570,0,,,,,,,,ENSDARP00000133803.1,,,6
g21010,2,5,10,20,22,43,67,71,67,Pi3K21B,Pi3K21B,XP_046458589.1,LOC124205246,phosphatidylinositol 3-kinase regulatory subunit gamma-like isoform X1,Y110A7A.10.1,ENSP00000412546.1,,ENSMUSP00000030464.8,ENSDARP00000106578.2,XP_021205707.1,,14
g1328,0,0,1,1,6,2,2,69,71,CG11788,0,XP_046449313.1,LOC124197807,uncharacterized protein LOC124197807 isoform X1,,,,,,,,2
g760,32,61,68,61,51,61,70,70,36,mRpS7,mitochondrial ribosomal protein S7,XP_046445489.1,LOC124195053,DNA-3-methyladenine glycosylase-like,,ENSP00000380918.1,XP_016771788.1,ENSMUSP00000020528.8,ENSDARP00000119099.1,,,7
g23442,12,36,39,16,13,25,62,58,70,,,,,,,,,,,,,1
g14380,10,17,15,5,5,20,20,59,70,CG16959,0,XP_046450755.1,LOC124198767,uncharacterized protein LOC124198767,F57A10.4.1,,,,,,,14
g9151,68,50,37,49,70,25,56,35,50,,,,,,,,,,,,,6
g984,0,0,0,1,15,70,69,39,58,CG12817,0,XP_046437295.1,LOC124188595,multiple coagulation factor deficiency protein 2 homolog isoform X2,,,XP_026300498.1,,,XP_004928209.1,,14
g452,1,0,0,2,49,70,35,44,33,,,,,,,,,,,,,3
g22216,0,1,3,10,22,15,70,61,35,,,,,,,,,ENSMUSP00000115063.4,,,,1
g5084,0,0,0,0,0,37,65,70,53,NijC,Ninjurin C,XP_046439015.1,LOC124190434,ninjurin-1-like,,ENSP00000364595.4,XP_001121102.2,,,,,4
g22139,3,3,3,12,24,18,70,56,42,CG6845,0,,,,K12B6.2a.1,ENSP00000295542.2,XP_026300577.1,ENSMUSP00000065502.7,ENSDARP00000124288.1,XP_021204372.1,XP_021695181.1,4
g24561,0,0,0,1,8,27,24,61,70,,,,,,,,,,,,,14
g20605,2,1,2,0,2,9,49,35,70,,,,,,,ENSP00000291442.2,,,,,,14
g5024,70,30,19,9,11,11,55,39,55,,,,,,,,,,,,,6
g13546,13,35,30,21,30,23,70,66,62,,,,,,,,,,,,,1
g8409,0,0,0,3,30,70,15,65,64,,,,,,,,,,,,,3
g24325,0,0,0,0,5,70,67,23,55,CG6154,0,XP_046461771.1,LOC124208101,dipeptidase 1-like,R07B7.8.2,,,ENSMUSP00000034373.8,,,,4
g23981,8,5,1,0,8,70,60,15,31,,,,,,,,,,,,,3
g1733,0,0,0,1,3,11,69,70,32,,,,,,,,,,,,,4
g20110,0,0,1,15,62,2,69,51,4,FucTC,"alpha1,3-fucosyltransferase C",XP_046458283.1,LOC124205037,alpha-(1%2C3)-fucosyltransferase C-like,,,,,,,,11
g18657,21,51,47,45,69,51,45,42,24,,,,,,,,,,,,,9
g23385,0,2,4,7,69,24,20,15,7,,,,,,,,,,,,,11
g13421,0,0,0,1,6,9,10,41,69,,,,,,,,,,,,,2
g23048,29,11,1,1,4,27,17,26,69,,,,,,,,,,,,,2
g5526,5,5,2,32,46,57,69,61,43,Tsp96F,Tetraspanin 96F,XP_046438837.1,LOC124190266,CD82 antigen-like,,,,,,,,4
g24072,1,4,6,20,40,26,69,47,58,,,,,,,,,,,,,14
g17700,69,33,25,9,2,11,4,11,24,,,,,,,,,,,,,10
g2937,0,0,1,3,25,28,69,34,20,,,,,,,,,,ENSDARP00000091772.3,,,4
g21685,0,0,0,0,1,17,69,41,36,Alg11,"ALG11, alpha-1,2-mannosyltransferase",,,,,,,,,,,1
g15150,0,0,0,0,8,15,51,69,21,,,,,,,,,,,,,1
g14695,5,6,2,1,2,3,69,29,6,,,,,,,,,,,,,1
g1705,1,3,4,7,28,57,62,50,69,,,,,,,,,ENSMUSP00000056182.6,,,,4
g20969,69,20,3,2,2,4,4,5,2,,,XP_046458526.1,LOC124205201,protein bicaudal C homolog 1-like,,,,,,,,6
g10479,30,25,23,26,53,31,69,60,62,ps,pasilla,,,,,ENSP00000447391.1,,,,,,14
g23217,1,2,3,1,2,24,69,43,55,,,,,,,,,,,,,1
g9584,9,37,59,69,14,53,15,12,16,,,,,,,,,,,,,15
g23327,0,1,2,13,69,23,4,36,20,,,XP_046456185.1,LOC124203557,alpha-(1%2C3)-fucosyltransferase C-like,,,,,,,,11
g17448,0,1,1,4,11,6,22,32,69,CG15199,0,,,,,,,,,,,14
g11990,15,29,26,30,36,16,68,39,58,,,,,,,,,,,,,1
g12038,9,16,17,22,17,17,68,66,58,,,,,,,,,,,,,14
g24159,56,57,41,31,23,13,25,25,68,,,,,,,,,,,,,6
g20117,0,1,2,43,68,34,47,18,10,beta-Spec,beta Spectrin,XP_046457603.1,LOC124204574,complement C1q tumor necrosis factor-related protein 2-like,,,,,,,,11
g21135,68,25,17,24,22,21,50,38,33,,,,,,,,,,,,,6
g22462,26,14,7,7,11,8,10,15,68,,,,,,,,,,,,,2
g20338,0,0,0,0,0,0,68,21,10,,,,,,,,,,,,,1
g22828,0,0,0,0,0,7,61,38,68,,,,,,,,,,,,,14
g14746,58,68,55,23,21,23,22,30,23,,,,,,,,,,,,,8
g19504,21,23,25,14,14,17,64,68,46,,,,,,,,,,,,,14
